Pk,Tm,Player,College,Yrs,G,TOTMP,TOTPTS,TOTTRB,TOTAST,FG%,3P%,FT%,WS,WS/48,BPM,VORP,DraftYr,MPG,PPG,RPG,APG,playerurl,DraftYear
15,POR,Justin Jackson,UNC,5.0,255.0,4779.0,1656.0,637.0,276.0,0.426,0.321,0.799,5.3,0.053,-2.8,-1.0,2017,18.7,6.5,2.5,1.1,https://www.sports-reference.com/cbb/players/justin-jackson-1.html,2017
16,CHI,Justin Patton,Creighton,4.0,22.0,296.0,86.0,60.0,19.0,0.404,0.25,0.667,0.4,0.066,-2.8,-0.1,2017,13.5,3.9,2.7,0.9,https://www.sports-reference.com/cbb/players/justin-patton-1.html,2017
17,MIL,D.J. Wilson,Michigan,5.0,145.0,1797.0,641.0,450.0,107.0,0.417,0.327,0.618,2.8,0.073,-2.6,-0.3,2017,12.4,4.4,3.1,0.7,https://www.sports-reference.com/cbb/players/d.j.-wilson-1.html,2017
18,IND,T.J. Leaf,UCLA,4.0,146.0,1238.0,477.0,283.0,43.0,0.492,0.341,0.585,2.7,0.104,-1.8,0.1,2017,8.5,3.3,1.9,0.3,https://www.sports-reference.com/cbb/players/t.j.-leaf-1.html,2017
19,ATL,John Collins,Wake Forest,5.0,289.0,8389.0,4800.0,2416.0,451.0,0.562,0.382,0.78,28.3,0.162,1.5,7.5,2017,29.0,16.6,8.4,1.6,https://www.sports-reference.com/cbb/players/john-collins-1.html,2017
20,POR,Harry Giles,Duke,3.0,142.0,1835.0,832.0,543.0,174.0,0.511,0.258,0.671,3.0,0.079,-2.4,-0.2,2017,12.9,5.9,3.8,1.2,https://www.sports-reference.com/cbb/players/harry-giles-1.html,2017
21,OKC,Terrance Ferguson,,4.0,204.0,4000.0,924.0,263.0,144.0,0.404,0.334,0.753,4.4,0.053,-4.0,-2.1,2017,19.6,4.5,1.3,0.7,,2017
22,BRK,Jarrett Allen,Texas,5.0,335.0,8883.0,3851.0,2913.0,466.0,0.623,0.189,0.698,34.6,0.187,1.7,8.3,2017,26.5,11.5,8.7,1.4,https://www.sports-reference.com/cbb/players/jarrett-allen-1.html,2017
23,TOR,OG Anunoby,Indiana,5.0,295.0,7873.0,3056.0,1213.0,414.0,0.469,0.369,0.706,16.8,0.103,0.0,4.0,2017,26.7,10.4,4.1,1.4,https://www.sports-reference.com/cbb/players/og-anunoby-1.html,2017
24,UTA,Tyler Lydon,Syracuse,2.0,26.0,96.0,23.0,18.0,6.0,0.5,0.4,0.333,0.2,0.084,-4.3,-0.1,2017,3.7,0.9,0.7,0.2,https://www.sports-reference.com/cbb/players/tyler-lydon-1.html,2017
25,ORL,Anžejs Pasečņiks,,2.0,28.0,443.0,156.0,108.0,19.0,0.521,0.0,0.586,0.4,0.038,-6.2,-0.5,2017,15.8,5.6,3.9,0.7,,2017
26,POR,Caleb Swanigan,Purdue,3.0,75.0,655.0,169.0,218.0,56.0,0.438,0.118,0.614,-0.2,-0.015,-6.2,-0.7,2017,8.7,2.3,2.9,0.7,https://www.sports-reference.com/cbb/players/caleb-swanigan-1.html,2017
27,BRK,Kyle Kuzma,Utah,5.0,331.0,10020.0,5103.0,2038.0,696.0,0.448,0.338,0.722,14.3,0.069,-1.0,2.5,2017,30.3,15.4,6.2,2.1,https://www.sports-reference.com/cbb/players/kyle-kuzma-1.html,2017
28,LAL,Tony Bradley,UNC,5.0,157.0,1912.0,748.0,699.0,84.0,0.635,0.429,0.675,7.3,0.184,0.3,1.1,2017,12.2,4.8,4.5,0.5,https://www.sports-reference.com/cbb/players/tony-bradley-1.html,2017
29,SAS,Derrick White,Colorado,5.0,241.0,6215.0,2790.0,793.0,929.0,0.444,0.341,0.834,13.9,0.107,1.3,5.2,2017,25.8,11.6,3.3,3.9,https://www.sports-reference.com/cbb/players/derrick-white-1.html,2017
30,UTA,Josh Hart,Villanova,5.0,286.0,7763.0,2731.0,1646.0,571.0,0.448,0.348,0.736,15.1,0.094,-0.4,3.1,2017,27.1,9.5,5.8,2.0,https://www.sports-reference.com/cbb/players/josh-hart-1.html,2017
31,CHA,Frank Jackson,Duke,4.0,203.0,3672.0,1724.0,372.0,207.0,0.426,0.338,0.774,2.3,0.03,-3.8,-1.7,2017,18.1,8.5,1.8,1.0,https://www.sports-reference.com/cbb/players/frank-jackson-1.html,2017
32,PHO,Davon Reed,Miami (FL),3.0,60.0,688.0,192.0,118.0,45.0,0.393,0.379,0.706,0.8,0.054,-2.6,-0.1,2017,11.5,3.2,2.0,0.8,https://www.sports-reference.com/cbb/players/davon-reed-1.html,2017
33,ORL,Wes Iwundu,Kansas State,5.0,226.0,3827.0,989.0,555.0,208.0,0.408,0.292,0.798,4.2,0.053,-3.9,-1.8,2017,16.9,4.4,2.5,0.9,https://www.sports-reference.com/cbb/players/wes-iwundu-1.html,2017
34,SAC,Frank Mason III,Kansas,4.0,103.0,1616.0,695.0,204.0,272.0,0.396,0.301,0.755,1.2,0.035,-2.6,-0.3,2017,15.7,6.7,2.0,2.6,https://www.sports-reference.com/cbb/players/frank-mason-iii-1.html,2017
35,ORL,Ivan Rabb,California,2.0,85.0,1237.0,485.0,364.0,86.0,0.555,0.2,0.743,3.2,0.125,-1.7,0.1,2017,14.6,5.7,4.3,1.0,https://www.sports-reference.com/cbb/players/ivan-rabb-1.html,2017
36,PHI,Jonah Bolden,,2.0,51.0,686.0,217.0,174.0,40.0,0.486,0.34,0.484,1.4,0.098,-1.3,0.1,2017,13.5,4.3,3.4,0.8,,2017
37,BOS,Semi Ojeleye,SMU,5.0,276.0,4026.0,941.0,599.0,122.0,0.382,0.343,0.706,5.0,0.059,-3.5,-1.5,2017,14.6,3.4,2.2,0.4,https://www.sports-reference.com/cbb/players/semi-ojeleye-1.html,2017
38,CHI,Jordan Bell,Oregon,5.0,161.0,1937.0,593.0,497.0,201.0,0.552,0.2,0.636,4.9,0.121,0.2,1.1,2017,12.0,3.7,3.1,1.2,https://www.sports-reference.com/cbb/players/jordan-bell-1.html,2017
39,PHI,Jawun Evans,Oklahoma State,2.0,56.0,843.0,237.0,96.0,110.0,0.345,0.263,0.776,-0.4,-0.022,-5.4,-0.7,2017,15.1,4.2,1.7,2.0,https://www.sports-reference.com/cbb/players/jawun-evans-1.html,2017
40,NOP,Dwayne Bacon,Florida State,4.0,207.0,4012.0,1503.0,537.0,230.0,0.402,0.314,0.78,0.8,0.01,-5.1,-3.1,2017,19.4,7.3,2.6,1.1,https://www.sports-reference.com/cbb/players/dwayne-bacon-1.html,2017
41,ATL,Tyler Dorsey,Oregon,2.0,104.0,1672.0,701.0,243.0,135.0,0.389,0.35,0.669,1.0,0.03,-3.1,-0.5,2017,16.1,6.7,2.3,1.3,https://www.sports-reference.com/cbb/players/tyler-dorsey-1.html,2017
42,UTA,Thomas Bryant,Indiana,5.0,159.0,3263.0,1661.0,927.0,211.0,0.593,0.356,0.755,11.4,0.167,1.7,3.0,2017,20.5,10.4,5.8,1.3,https://www.sports-reference.com/cbb/players/thomas-bryant-1.html,2017
43,HOU,Isaiah Hartenstein,,4.0,144.0,1804.0,744.0,525.0,175.0,0.591,0.308,0.67,6.3,0.167,0.9,1.3,2017,12.5,5.2,3.6,1.2,,2017
44,NYK,Damyean Dotson,Oregon,5.0,213.0,4242.0,1594.0,532.0,315.0,0.417,0.345,0.711,3.0,0.034,-2.8,-0.9,2017,19.9,7.5,2.5,1.5,https://www.sports-reference.com/cbb/players/damyean-dotson-1.html,2017
45,HOU,Dillon Brooks,Oregon,5.0,261.0,7376.0,3752.0,796.0,515.0,0.42,0.351,0.8,4.8,0.031,-3.8,-3.4,2017,28.3,14.4,3.0,2.0,https://www.sports-reference.com/cbb/players/dillon-brooks-1.html,2017
46,PHI,Sterling Brown,SMU,5.0,253.0,4329.0,1410.0,862.0,262.0,0.423,0.37,0.791,6.6,0.073,-2.0,0.0,2017,17.1,5.6,3.4,1.0,https://www.sports-reference.com/cbb/players/sterling-brown-1.html,2017
47,IND,Ike Anigbogu,UCLA,2.0,14.0,36.0,13.0,12.0,1.0,0.333,,0.833,0.0,0.057,-1.1,0.0,2017,2.6,0.9,0.9,0.1,https://www.sports-reference.com/cbb/players/ike-anigbogu-1.html,2017
48,MIL,Sindarius Thornwell,South Carolina,4.0,160.0,1721.0,401.0,206.0,111.0,0.407,0.34,0.672,1.1,0.032,-3.1,-0.5,2017,10.8,2.5,1.3,0.7,https://www.sports-reference.com/cbb/players/sindarius-thornwell-1.html,2017
49,DEN,Vlatko Čančar,,3.0,69.0,478.0,162.0,83.0,30.0,0.484,0.333,0.793,0.8,0.078,-2.2,0.0,2017,6.9,2.3,1.2,0.4,,2017
50,PHI,Mathias Lessort,,,,,,,,,,,,,,,2017,,,,,,2017
51,DEN,Monte Morris,Iowa State,5.0,257.0,6388.0,2660.0,583.0,934.0,0.478,0.388,0.823,16.6,0.125,0.3,3.7,2017,24.9,10.4,2.3,3.6,https://www.sports-reference.com/cbb/players/monte-morris-1.html,2017
52,NOP,Edmond Sumner,Xavier,4.0,108.0,1520.0,619.0,165.0,114.0,0.474,0.333,0.728,1.9,0.061,-3.2,-0.4,2017,14.1,5.7,1.5,1.1,https://www.sports-reference.com/cbb/players/edmond-sumner-1.html,2017
53,BOS,Kadeem Allen,Arizona,3.0,47.0,640.0,258.0,71.0,109.0,0.435,0.349,0.757,1.0,0.075,-1.2,0.1,2017,13.6,5.5,1.5,2.3,https://www.sports-reference.com/cbb/players/kadeem-allen-1.html,2017
54,PHO,Alec Peters,Valparaiso,1.0,20.0,225.0,82.0,37.0,12.0,0.378,0.31,0.8,0.3,0.055,-2.8,0.0,2017,11.3,4.1,1.9,0.6,https://www.sports-reference.com/cbb/players/alec-peters-1.html,2017
55,UTA,Nigel Williams-Goss,Gonzaga,1.0,10.0,50.0,14.0,6.0,6.0,0.313,0.286,1.0,0.0,0.017,-3.9,0.0,2017,5.0,1.4,0.6,0.6,https://www.sports-reference.com/cbb/players/nigel-williams-goss-1.html,2017
56,BOS,Jabari Bird,California,1.0,13.0,115.0,39.0,19.0,8.0,0.577,0.429,0.462,0.2,0.098,-3.1,0.0,2017,8.8,3.0,1.5,0.6,https://www.sports-reference.com/cbb/players/jabari-bird-1.html,2017
57,BRK,Sasha Vezenkov,,,,,,,,,,,,,,,2017,,,,,,2017
58,NYK,Ognjen Jaramaz,,,,,,,,,,,,,,,2017,,,,,,2017
59,SAS,Jaron Blossomgame,Clemson,1.0,27.0,439.0,114.0,98.0,13.0,0.443,0.256,0.769,0.3,0.03,-3.8,-0.2,2017,16.3,4.2,3.6,0.5,https://www.sports-reference.com/cbb/players/jaron-blossomgame-1.html,2017
60,ATL,Alpha Kaba,,,,,,,,,,,,,,,2017,,,,,,2017
1,PHO,Deandre Ayton,Arizona,4.0,215.0,6610.0,3455.0,2272.0,349.0,0.595,0.196,0.751,22.1,0.161,1.1,5.2,2018,30.7,16.1,10.6,1.6,https://www.sports-reference.com/cbb/players/deandre-ayton-1.html,2018
2,SAC,Marvin Bagley III,Duke,4.0,150.0,3713.0,2010.0,1115.0,133.0,0.493,0.298,0.665,6.3,0.081,-2.4,-0.4,2018,24.8,13.4,7.4,0.9,https://www.sports-reference.com/cbb/players/marvin-bagley-iii-1.html,2018
3,ATL,Luka Dončić,,4.0,243.0,8186.0,6327.0,2067.0,1929.0,0.456,0.332,0.734,26.3,0.154,6.6,17.7,2018,33.7,26.0,8.5,7.9,,2018
4,MEM,Jaren Jackson Jr.,Michigan State,4.0,185.0,5037.0,2932.0,950.0,217.0,0.457,0.353,0.779,11.6,0.11,0.0,2.6,2018,27.2,15.8,5.1,1.2,https://www.sports-reference.com/cbb/players/jaren-jackson-jr.-1.html,2018
5,DAL,Trae Young,Oklahoma,4.0,257.0,8572.0,6396.0,1007.0,2300.0,0.437,0.352,0.868,22.6,0.126,2.7,10.1,2018,33.4,24.9,3.9,8.9,https://www.sports-reference.com/cbb/players/trae-young-1.html,2018
6,ORL,Mo Bamba,Texas,4.0,204.0,3641.0,1479.0,1187.0,180.0,0.47,0.333,0.68,8.5,0.112,-0.1,1.7,2018,17.8,7.3,5.8,0.9,https://www.sports-reference.com/cbb/players/mo-bamba-1.html,2018
7,CHI,Wendell Carter Jr.,Duke,4.0,192.0,5238.0,2260.0,1675.0,372.0,0.507,0.291,0.738,12.4,0.114,-0.9,1.4,2018,27.3,11.8,8.7,1.9,https://www.sports-reference.com/cbb/players/wendell-carter-jr.-1.html,2018
8,CLE,Collin Sexton,Alabama,4.0,218.0,7179.0,4356.0,663.0,720.0,0.458,0.378,0.827,5.5,0.037,-2.5,-0.9,2018,32.9,20.0,3.0,3.3,https://www.sports-reference.com/cbb/players/collin-sexton-1.html,2018
9,NYK,Kevin Knox,Kentucky,4.0,203.0,3956.0,1608.0,615.0,170.0,0.368,0.342,0.704,-0.5,-0.006,-4.7,-2.7,2018,19.5,7.9,3.0,0.8,https://www.sports-reference.com/cbb/players/kevin-knox-1.html,2018
10,PHI,Mikal Bridges,Villanova,4.0,285.0,8826.0,3096.0,1117.0,577.0,0.505,0.374,0.832,22.1,0.12,1.0,6.7,2018,31.0,10.9,3.9,2.0,https://www.sports-reference.com/cbb/players/mikal-bridges-1.html,2018
11,CHA,Shai Gilgeous-Alexander,Kentucky,4.0,230.0,7269.0,4026.0,1013.0,945.0,0.467,0.345,0.807,16.2,0.107,1.6,6.7,2018,31.6,17.5,4.4,4.1,https://www.sports-reference.com/cbb/players/shai-gilgeous-alexander-1.html,2018
12,LAC,Miles Bridges,Michigan State,4.0,269.0,7726.0,3441.0,1500.0,564.0,0.467,0.34,0.808,13.7,0.085,-0.5,2.9,2018,28.7,12.8,5.6,2.1,https://www.sports-reference.com/cbb/players/miles-bridges-1.html,2018
13,LAC,Jerome Robinson,Boston College,3.0,113.0,1604.0,514.0,208.0,131.0,0.363,0.31,0.721,-0.1,-0.003,-4.7,-1.1,2018,14.2,4.5,1.8,1.2,https://www.sports-reference.com/cbb/players/jerome-robinson-1.html,2018
14,DEN,Michael Porter Jr.,Missouri,3.0,125.0,3080.0,1763.0,763.0,133.0,0.518,0.419,0.795,9.6,0.15,2.1,3.1,2018,24.6,14.1,6.1,1.1,https://www.sports-reference.com/cbb/players/michael-porter-jr.-1.html,2018
15,WAS,Troy Brown Jr.,Oregon,4.0,203.0,3904.0,1346.0,803.0,342.0,0.426,0.33,0.754,4.6,0.056,-2.1,-0.1,2018,19.2,6.6,4.0,1.7,https://www.sports-reference.com/cbb/players/troy-brown-jr.-1.html,2018
16,PHO,Zhaire Smith,Texas Tech,2.0,13.0,143.0,48.0,15.0,12.0,0.378,0.316,0.667,0.0,0.011,-6.1,-0.1,2018,11.0,3.7,1.2,0.9,https://www.sports-reference.com/cbb/players/zhaire-smith-1.html,2018
17,MIL,Donte DiVincenzo,Villanova,4.0,179.0,4161.0,1579.0,836.0,429.0,0.421,0.34,0.755,8.6,0.099,-0.1,2.1,2018,23.2,8.8,4.7,2.4,https://www.sports-reference.com/cbb/players/donte-divincenzo-1.html,2018
18,SAS,Lonnie Walker IV,Miami (FL),4.0,192.0,3858.0,1708.0,450.0,301.0,0.41,0.339,0.788,1.3,0.017,-3.5,-1.5,2018,20.1,8.9,2.3,1.6,https://www.sports-reference.com/cbb/players/lonnie-walker-iv-1.html,2018
19,ATL,Kevin Huerter,Maryland,4.0,251.0,7414.0,2825.0,866.0,811.0,0.43,0.376,0.787,8.3,0.054,-1.4,1.1,2018,29.5,11.3,3.5,3.2,https://www.sports-reference.com/cbb/players/kevin-huerter-1.html,2018
20,MIN,Josh Okogie,Georgia Tech,4.0,228.0,4909.0,1504.0,702.0,271.0,0.4,0.273,0.755,5.0,0.049,-3.0,-1.2,2018,21.5,6.6,3.1,1.2,https://www.sports-reference.com/cbb/players/josh-okogie-1.html,2018
21,UTA,Grayson Allen,Duke,4.0,175.0,3764.0,1637.0,434.0,259.0,0.424,0.386,0.837,7.1,0.09,-0.9,1.1,2018,21.5,9.4,2.5,1.5,https://www.sports-reference.com/cbb/players/grayson-allen-1.html,2018
22,CHI,Chandler Hutchison,Boise State,4.0,103.0,1790.0,558.0,376.0,79.0,0.442,0.309,0.643,1.1,0.03,-3.9,-0.9,2018,17.4,5.4,3.7,0.8,https://www.sports-reference.com/cbb/players/chandler-hutchison-1.html,2018
23,IND,Aaron Holiday,UCLA,4.0,226.0,4142.0,1669.0,385.0,521.0,0.415,0.371,0.827,4.1,0.047,-2.4,-0.4,2018,18.3,7.4,1.7,2.3,https://www.sports-reference.com/cbb/players/aaron-holiday-1.html,2018
24,POR,Anfernee Simons,,4.0,207.0,4249.0,2055.0,448.0,404.0,0.425,0.39,0.828,4.6,0.052,-2.1,-0.1,2018,20.5,9.9,2.2,2.0,,2018
25,LAL,Moritz Wagner,Michigan,4.0,178.0,2567.0,1252.0,560.0,179.0,0.486,0.32,0.812,4.8,0.089,-1.9,0.1,2018,14.4,7.0,3.1,1.0,https://www.sports-reference.com/cbb/players/moritz-wagner-1.html,2018
26,PHI,Landry Shamet,Wichita State,4.0,238.0,5548.0,2112.0,432.0,386.0,0.408,0.39,0.837,9.7,0.084,-1.8,0.2,2018,23.3,8.9,1.8,1.6,https://www.sports-reference.com/cbb/players/landry-shamet-1.html,2018
27,BOS,Robert Williams,Texas A&M,4.0,160.0,3064.0,1116.0,1024.0,221.0,0.725,0.0,0.65,16.0,0.25,5.0,5.4,2018,19.2,7.0,6.4,1.4,https://www.sports-reference.com/cbb/players/robert-williams-1.html,2018
28,GSW,Jacob Evans,Cincinnati,2.0,59.0,622.0,168.0,66.0,54.0,0.337,0.315,0.833,-0.6,-0.047,-7.4,-0.8,2018,10.5,2.8,1.1,0.9,https://www.sports-reference.com/cbb/players/jacob-evans-1.html,2018
29,BRK,Džanan Musa,,2.0,49.0,526.0,211.0,91.0,45.0,0.376,0.227,0.726,0.0,0.003,-4.6,-0.4,2018,10.7,4.3,1.9,0.9,,2018
30,ATL,Omari Spellman,Villanova,2.0,95.0,1691.0,642.0,413.0,94.0,0.417,0.366,0.766,2.4,0.068,-1.5,0.2,2018,17.8,6.8,4.3,1.0,https://www.sports-reference.com/cbb/players/omari-spellman-1.html,2018
31,PHO,Elie Okobo,,2.0,108.0,1677.0,523.0,188.0,242.0,0.395,0.315,0.737,0.5,0.014,-4.1,-0.9,2018,15.5,4.8,1.7,2.2,,2018
32,MEM,Jevon Carter,West Virginia,4.0,203.0,2791.0,872.0,343.0,270.0,0.375,0.369,0.789,3.3,0.057,-1.4,0.4,2018,13.7,4.3,1.7,1.3,https://www.sports-reference.com/cbb/players/jevon-carter-1.html,2018
33,DAL,Jalen Brunson,Villanova,4.0,256.0,6171.0,2944.0,756.0,971.0,0.494,0.373,0.786,15.6,0.121,0.1,3.3,2018,24.1,11.5,3.0,3.8,https://www.sports-reference.com/cbb/players/jalen-brunson-1.html,2018
34,ATL,Devonte' Graham,Kansas,4.0,219.0,6234.0,2891.0,564.0,1131.0,0.372,0.358,0.825,9.0,0.07,-0.5,2.4,2018,28.5,13.2,2.6,5.2,https://www.sports-reference.com/cbb/players/devonte'-graham-1.html,2018
35,ORL,Melvin Frazier,Tulane,2.0,29.0,170.0,55.0,15.0,4.0,0.4,0.364,0.375,0.0,0.008,-5.4,-0.2,2018,5.9,1.9,0.5,0.1,https://www.sports-reference.com/cbb/players/melvin-frazier-1.html,2018
36,NYK,Mitchell Robinson,,4.0,211.0,4973.0,1777.0,1566.0,113.0,0.719,,0.555,22.4,0.217,2.2,5.2,2018,23.6,8.4,7.4,0.5,,2018
37,SAC,Gary Trent Jr.,Duke,4.0,182.0,4920.0,2360.0,391.0,238.0,0.422,0.394,0.793,8.0,0.078,-0.9,1.3,2018,27.0,13.0,2.1,1.3,https://www.sports-reference.com/cbb/players/gary-trent-jr.-1.html,2018
38,PHI,Khyri Thomas,Creighton,3.0,39.0,409.0,160.0,39.0,36.0,0.388,0.316,0.75,0.5,0.058,-2.7,-0.1,2018,10.5,4.1,1.0,0.9,https://www.sports-reference.com/cbb/players/khyri-thomas-1.html,2018
39,PHI,Isaac Bonga,,4.0,141.0,1868.0,438.0,320.0,117.0,0.432,0.3,0.763,1.7,0.043,-3.6,-0.8,2018,13.2,3.1,2.3,0.8,,2018
40,BRK,Rodions Kurucs,,3.0,131.0,2103.0,780.0,406.0,113.0,0.444,0.329,0.739,2.3,0.052,-2.8,-0.4,2018,16.1,6.0,3.1,0.9,,2018
41,ORL,Jarred Vanderbilt,Kentucky,4.0,146.0,2659.0,767.0,877.0,155.0,0.596,0.167,0.609,8.0,0.145,0.2,1.5,2018,18.2,5.3,6.0,1.1,https://www.sports-reference.com/cbb/players/jarred-vanderbilt-1.html,2018
42,DET,Bruce Brown,Miami (FL),4.0,247.0,5598.0,1732.0,1023.0,491.0,0.474,0.301,0.739,10.2,0.087,-1.5,0.7,2018,22.7,7.0,4.1,2.0,https://www.sports-reference.com/cbb/players/bruce-brown-1.html,2018
43,DEN,Justin Jackson,Maryland,,,,,,,,,,,,,,2018,,,,,https://www.sports-reference.com/cbb/players/justin-jackson-1.html,2018
44,WAS,Issuf Sanon,,,,,,,,,,,,,,,2018,,,,,,2018
45,BRK,Hamidou Diallo,Kentucky,4.0,200.0,3799.0,1676.0,787.0,218.0,0.473,0.276,0.634,4.6,0.058,-2.5,-0.5,2018,19.0,8.4,3.9,1.1,https://www.sports-reference.com/cbb/players/hamidou-diallo-1.html,2018
46,HOU,De'Anthony Melton,USC,4.0,213.0,4352.0,1684.0,745.0,602.0,0.405,0.347,0.757,6.3,0.07,0.3,2.5,2018,20.4,7.9,3.5,2.8,https://www.sports-reference.com/cbb/players/de'anthony-melton-1.html,2018
47,LAL,Svi Mykhailiuk,Kansas,4.0,207.0,3683.0,1424.0,392.0,293.0,0.4,0.354,0.779,2.5,0.033,-2.6,-0.6,2018,17.8,6.9,1.9,1.4,https://www.sports-reference.com/cbb/players/svi-mykhailiuk-1.html,2018
48,MIN,Keita Bates-Diop,Ohio State,4.0,149.0,2224.0,757.0,434.0,86.0,0.451,0.308,0.696,3.1,0.066,-2.3,-0.2,2018,14.9,5.1,2.9,0.6,https://www.sports-reference.com/cbb/players/keita-bates-diop-1.html,2018
49,SAS,Chimezie Metu,USC,4.0,125.0,1669.0,712.0,427.0,98.0,0.456,0.288,0.755,1.6,0.047,-2.5,-0.2,2018,13.4,5.7,3.4,0.8,https://www.sports-reference.com/cbb/players/chimezie-metu-1.html,2018
50,IND,Alize Johnson,Missouri State,4.0,68.0,510.0,173.0,205.0,30.0,0.493,0.25,0.718,1.3,0.124,-1.8,0.0,2018,7.5,2.5,3.0,0.4,https://www.sports-reference.com/cbb/players/alize-johnson-1.html,2018
51,NOP,Tony Carr,Penn State,,,,,,,,,,,,,,2018,,,,,https://www.sports-reference.com/cbb/players/tony-carr-1.html,2018
52,UTA,Vince Edwards,Purdue,1.0,2.0,16.0,3.0,2.0,0.0,0.25,0.25,,0.0,-0.014,-6.4,0.0,2018,8.0,1.5,1.0,0.0,https://www.sports-reference.com/cbb/players/vince-edwards-1.html,2018
53,OKC,Devon Hall,Virginia,1.0,11.0,81.0,20.0,7.0,13.0,0.2,0.235,0.5,-0.2,-0.116,-6.7,-0.1,2018,7.4,1.8,0.6,1.2,https://www.sports-reference.com/cbb/players/devon-hall-1.html,2018
54,DAL,Shake Milton,SMU,4.0,154.0,3289.0,1589.0,367.0,403.0,0.446,0.361,0.825,6.0,0.088,-1.8,0.2,2018,21.4,10.3,2.4,2.6,https://www.sports-reference.com/cbb/players/shake-milton-1.html,2018
55,CHA,Arnoldas Kulboka,,1.0,1.0,3.0,0.0,0.0,0.0,,,,0.0,-0.016,-10.5,0.0,2018,3.0,0.0,0.0,0.0,,2018
56,PHI,Ray Spalding,Louisville,2.0,16.0,167.0,58.0,52.0,5.0,0.529,0.0,0.286,0.1,0.024,-6.2,-0.2,2018,10.4,3.6,3.3,0.3,https://www.sports-reference.com/cbb/players/ray-spalding-1.html,2018
57,OKC,Kevin Hervey,UT Arlington,1.0,10.0,52.0,17.0,12.0,5.0,0.259,0.15,,-0.1,-0.085,-5.1,0.0,2018,5.2,1.7,1.2,0.5,https://www.sports-reference.com/cbb/players/kevin-hervey-1.html,2018
58,DEN,Thomas Welsh,UCLA,1.0,11.0,36.0,18.0,4.0,5.0,0.538,0.429,0.5,0.1,0.162,1.2,0.0,2018,3.3,1.6,0.4,0.5,https://www.sports-reference.com/cbb/players/thomas-welsh-1.html,2018
59,PHO,George King,Colorado,2.0,5.0,25.0,1.0,6.0,0.0,0.0,0.0,0.5,-0.1,-0.222,-17.0,-0.1,2018,5.0,0.2,1.2,0.0,https://www.sports-reference.com/cbb/players/george-king-1.html,2018
60,PHI,Kostas Antetokounmpo,Dayton,3.0,22.0,87.0,21.0,23.0,3.0,0.375,,0.474,-0.2,-0.098,-9.9,-0.2,2018,4.0,1.0,1.0,0.1,https://www.sports-reference.com/cbb/players/kostas-antetokounmpo-1.html,2018
1,NOP,Zion Williamson,Duke,2.0,85.0,2694.0,2187.0,591.0,276.0,0.604,0.333,0.683,10.6,0.189,4.9,4.7,2019,31.7,25.7,7.0,3.2,https://www.sports-reference.com/cbb/players/zion-williamson-1.html,2019
2,MEM,Ja Morant,Murray State,3.0,176.0,5653.0,3630.0,780.0,1269.0,0.473,0.321,0.752,12.6,0.107,1.6,5.1,2019,32.1,20.6,4.4,7.2,https://www.sports-reference.com/cbb/players/ja-morant-1.html,2019
3,NYK,RJ Barrett,Duke,3.0,176.0,5802.0,2930.0,965.0,485.0,0.421,0.364,0.687,5.0,0.041,-2.2,-0.3,2019,33.0,16.6,5.5,2.8,https://www.sports-reference.com/cbb/players/rj-barrett-1.html,2019
4,LAL,De'Andre Hunter,Virginia,3.0,116.0,3569.0,1513.0,498.0,192.0,0.434,0.356,0.778,2.2,0.03,-3.4,-1.3,2019,30.8,13.0,4.3,1.7,https://www.sports-reference.com/cbb/players/de'andre-hunter-1.html,2019
5,CLE,Darius Garland,Vanderbilt,3.0,160.0,5240.0,2622.0,396.0,932.0,0.444,0.375,0.877,4.2,0.038,-1.9,0.1,2019,32.8,16.4,2.5,5.8,https://www.sports-reference.com/cbb/players/darius-garland-1.html,2019
6,PHO,Jarrett Culver,Texas Tech,3.0,124.0,2253.0,862.0,355.0,160.0,0.407,0.29,0.505,0.2,0.003,-4.2,-1.3,2019,18.2,7.0,2.9,1.3,https://www.sports-reference.com/cbb/players/jarrett-culver-1.html,2019
7,CHI,Coby White,UNC,3.0,173.0,4931.0,2446.0,635.0,613.0,0.415,0.366,0.847,5.5,0.053,-2.3,-0.4,2019,28.5,14.1,3.7,3.5,https://www.sports-reference.com/cbb/players/coby-white-1.html,2019
8,ATL,Jaxson Hayes,Texas,3.0,171.0,2845.0,1328.0,701.0,114.0,0.647,0.318,0.716,10.5,0.178,0.2,1.5,2019,16.6,7.8,4.1,0.7,https://www.sports-reference.com/cbb/players/jaxson-hayes-1.html,2019
9,WAS,Rui Hachimura,Gonzaga,3.0,123.0,3571.0,1598.0,665.0,187.0,0.471,0.335,0.796,4.4,0.059,-3.0,-0.9,2019,29.0,13.0,5.4,1.5,https://www.sports-reference.com/cbb/players/rui-hachimura-1.html,2019
10,ATL,Cam Reddish,Duke,3.0,127.0,3202.0,1353.0,412.0,164.0,0.384,0.325,0.841,0.8,0.011,-3.3,-1.0,2019,25.2,10.7,3.2,1.3,https://www.sports-reference.com/cbb/players/cam-reddish-1.html,2019
11,MIN,Cameron Johnson,UNC,3.0,172.0,4123.0,1730.0,617.0,229.0,0.439,0.389,0.835,10.0,0.116,0.9,3.1,2019,24.0,10.1,3.6,1.3,https://www.sports-reference.com/cbb/players/cameron-johnson-1.html,2019
