Pk,Tm,Player,College,Yrs,G,TOTMP,TOTPTS,TOTTRB,TOTAST,FG%,3P%,FT%,WS,WS/48,BPM,VORP,DraftYr,MPG,PPG,RPG,APG,playerurl,DraftYear
39,CHA,Steve Scheffler,Purdue,7.0,174.0,918.0,331.0,180.0,26.0,0.558,0.2,0.759,2.9,0.153,-1.9,0.0,1990,5.3,1.9,1.0,0.1,https://www.sports-reference.com/cbb/players/steve-scheffler-1.html,1990
40,SAC,Bimbo Coles,Virginia Tech,14.0,852.0,20319.0,6628.0,1820.0,3313.0,0.425,0.267,0.811,27.4,0.065,-1.6,1.9,1990,23.8,7.8,2.1,3.9,https://www.sports-reference.com/cbb/players/bimbo-coles-1.html,1990
41,ATL,Steve Bardo,Illinois,3.0,33.0,299.0,73.0,60.0,44.0,0.329,0.1,0.696,-0.1,-0.02,-4.0,-0.2,1990,9.1,2.2,1.8,1.3,https://www.sports-reference.com/cbb/players/steve-bardo-1.html,1990
42,DEN,Marcus Liberty,Illinois,4.0,267.0,4568.0,1942.0,925.0,244.0,0.417,0.34,0.664,4.0,0.042,-2.6,-0.7,1990,17.1,7.3,3.5,0.9,https://www.sports-reference.com/cbb/players/marcus-liberty-1.html,1990
43,SAS,Tony Massenburg,Maryland,13.0,683.0,12291.0,4238.0,2964.0,266.0,0.47,0.091,0.705,15.6,0.061,-4.5,-7.8,1990,18.0,6.2,4.3,0.4,https://www.sports-reference.com/cbb/players/tony-massenburg-1.html,1990
44,MIL,Steve Henson,Kansas State,7.0,238.0,2282.0,739.0,176.0,465.0,0.403,0.432,0.869,3.8,0.079,-1.8,0.1,1990,9.6,3.1,0.7,2.0,https://www.sports-reference.com/cbb/players/steve-henson-1.html,1990
45,IND,Antonio Davis,Texas-El Paso,13.0,903.0,26084.0,9041.0,6755.0,1017.0,0.448,0.087,0.727,59.6,0.11,-1.3,4.4,1990,28.9,10.0,7.5,1.1,https://www.sports-reference.com/cbb/players/antonio-davis-1.html,1990
46,IND,Kenny Williams,Elizabeth City State University,4.0,260.0,2918.0,1247.0,693.0,161.0,0.511,0.0,0.68,7.4,0.122,0.1,1.5,1990,11.2,4.8,2.7,0.6,https://www.sports-reference.com/cbb/players/kenny-williams-1.html,1990
47,PHI,Derek Strong,Xavier,10.0,456.0,8548.0,3088.0,2213.0,291.0,0.43,0.18,0.786,18.5,0.104,-2.1,-0.3,1990,18.7,6.8,4.9,0.6,https://www.sports-reference.com/cbb/players/derek-strong-1.html,1990
48,PHO,Cedric Ceballos,Cal State Fullerton,11.0,609.0,14712.0,8693.0,3258.0,723.0,0.5,0.309,0.753,40.4,0.132,0.7,10.1,1990,24.2,14.3,5.3,1.2,https://www.sports-reference.com/cbb/players/cedric-ceballos-1.html,1990
49,DAL,Phil Henderson,Duke,,,,,,,,,,,,,,1990,,,,,https://www.sports-reference.com/cbb/players/phil-henderson-1.html,1990
50,PHO,Miloš Babić,Tennessee Technological University,2.0,21.0,87.0,37.0,20.0,10.0,0.375,,0.65,-0.1,-0.028,-5.9,-0.1,1990,4.1,1.8,1.0,0.5,https://www.sports-reference.com/cbb/players/miloš-babić-1.html,1990
51,LAL,Tony Smith,Marquette,9.0,457.0,7295.0,2504.0,735.0,881.0,0.431,0.307,0.69,6.7,0.044,-2.0,0.0,1990,16.0,5.5,1.6,1.9,https://www.sports-reference.com/cbb/players/tony-smith-1.html,1990
52,CLE,Stefano Rusconi,,1.0,7.0,30.0,8.0,6.0,3.0,0.333,,0.4,-0.1,-0.104,-11.4,-0.1,1990,4.3,1.1,0.9,0.4,,1990
53,OKC,Abdul Shamsid-Deen,Providence,,,,,,,,,,,,,,1990,,,,,https://www.sports-reference.com/cbb/players/abdul-shamsid-deen-1.html,1990
54,SAS,Sean Higgins,Michigan,6.0,220.0,3334.0,1375.0,402.0,226.0,0.428,0.321,0.85,0.4,0.006,-4.7,-2.3,1990,15.2,6.3,1.8,1.0,https://www.sports-reference.com/cbb/players/sean-higgins-1.html,1990
1,CHA,Larry Johnson,UNLV,10.0,707.0,25685.0,11450.0,5300.0,2298.0,0.484,0.332,0.766,69.7,0.13,1.4,22.0,1991,36.3,16.2,7.5,3.3,https://www.sports-reference.com/cbb/players/larry-johnson-1.html,1991
2,BRK,Kenny Anderson,Georgia Tech,14.0,858.0,25868.0,10789.0,2641.0,5196.0,0.421,0.346,0.79,62.5,0.116,1.4,21.9,1991,30.1,12.6,3.1,6.1,https://www.sports-reference.com/cbb/players/kenny-anderson-1.html,1991
3,SAC,Billy Owens,Syracuse,10.0,600.0,17619.0,7026.0,4016.0,1704.0,0.481,0.291,0.629,28.6,0.078,-0.2,7.8,1991,29.4,11.7,6.7,2.8,https://www.sports-reference.com/cbb/players/billy-owens-1.html,1991
4,DEN,Dikembe Mutombo,Georgetown,18.0,1196.0,36791.0,11729.0,12359.0,1240.0,0.518,0.0,0.684,117.0,0.153,1.7,33.9,1991,30.8,9.8,10.3,1.0,https://www.sports-reference.com/cbb/players/dikembe-mutombo-1.html,1991
5,MIA,Steve Smith,Michigan State,14.0,942.0,28855.0,13430.0,3060.0,2922.0,0.44,0.358,0.845,83.7,0.139,1.4,24.6,1991,30.6,14.3,3.2,3.1,https://www.sports-reference.com/cbb/players/steve-smith-1.html,1991
6,DAL,Doug Smith,Missouri,5.0,296.0,5833.0,2356.0,1234.0,400.0,0.425,0.083,0.773,3.0,0.024,-3.6,-2.4,1991,19.7,8.0,4.2,1.4,https://www.sports-reference.com/cbb/players/doug-smith-1.html,1991
7,MIN,Luc Longley,New Mexico,10.0,567.0,12006.0,4090.0,2794.0,836.0,0.462,0.0,0.76,17.5,0.07,-2.6,-1.9,1991,21.2,7.2,4.9,1.5,https://www.sports-reference.com/cbb/players/luc-longley-1.html,1991
8,DEN,Mark Macon,Temple,6.0,251.0,5018.0,1685.0,467.0,428.0,0.384,0.27,0.735,0.1,0.001,-3.7,-2.2,1991,20.0,6.7,1.9,1.7,https://www.sports-reference.com/cbb/players/mark-macon-1.html,1991
9,ATL,Stacey Augmon,UNLV,15.0,1001.0,21658.0,7990.0,3216.0,1561.0,0.469,0.152,0.728,43.8,0.097,-0.2,9.8,1991,21.6,8.0,3.2,1.6,https://www.sports-reference.com/cbb/players/stacey-augmon-1.html,1991
10,ORL,Bison Dele,Arizona,8.0,413.0,10004.0,4536.0,2564.0,440.0,0.528,0.143,0.691,22.8,0.109,-0.6,3.4,1991,24.2,11.0,6.2,1.1,https://www.sports-reference.com/cbb/players/bison-dele-1.html,1991
11,CLE,Terrell Brandon,Oregon,11.0,724.0,21545.0,9994.0,2174.0,4407.0,0.448,0.355,0.873,65.9,0.147,3.6,30.3,1991,29.8,13.8,3.0,6.1,https://www.sports-reference.com/cbb/players/terrell-brandon-1.html,1991
12,NYK,Greg Anthony,UNLV,11.0,757.0,15850.0,5497.0,1417.0,2997.0,0.403,0.349,0.733,35.9,0.109,1.3,13.3,1991,20.9,7.3,1.9,4.0,https://www.sports-reference.com/cbb/players/greg-anthony-1.html,1991
13,IND,Dale Davis,Clemson,16.0,1094.0,29606.0,8706.0,8605.0,978.0,0.53,0.0,0.562,86.9,0.141,0.5,18.4,1991,27.1,8.0,7.9,0.9,https://www.sports-reference.com/cbb/players/dale-davis-1.html,1991
14,OKC,Rich King,Nebraska,4.0,72.0,309.0,135.0,74.0,21.0,0.393,0.0,0.662,0.2,0.036,-6.9,-0.4,1991,4.3,1.9,1.0,0.3,https://www.sports-reference.com/cbb/players/rich-king-1.html,1991
15,ATL,Anthony Avent,Seton Hall,6.0,352.0,6729.0,1958.0,1584.0,278.0,0.403,0.0,0.686,0.3,0.002,-5.7,-6.4,1991,19.1,5.6,4.5,0.8,https://www.sports-reference.com/cbb/players/anthony-avent-1.html,1991
16,GSW,Chris Gatling,Old Dominion,11.0,700.0,13760.0,7232.0,3741.0,461.0,0.513,0.249,0.66,32.1,0.112,-1.1,3.2,1991,19.7,10.3,5.3,0.7,https://www.sports-reference.com/cbb/players/chris-gatling-1.html,1991
17,GSW,Victor Alexander,Iowa State,5.0,286.0,5755.0,2542.0,1384.0,257.0,0.518,0.286,0.634,8.8,0.073,-2.2,-0.3,1991,20.1,8.9,4.8,0.9,https://www.sports-reference.com/cbb/players/victor-alexander-1.html,1991
18,MIL,Kevin Brooks,Louisiana,3.0,126.0,1031.0,417.0,141.0,48.0,0.401,0.2,0.859,-0.1,-0.004,-5.9,-1.0,1991,8.2,3.3,1.1,0.4,https://www.sports-reference.com/cbb/players/kevin-brooks-1.html,1991
19,WAS,LaBradford Smith,Louisville,3.0,183.0,3131.0,1218.0,271.0,394.0,0.432,0.298,0.813,1.5,0.024,-3.6,-1.2,1991,17.1,6.7,1.5,2.2,https://www.sports-reference.com/cbb/players/labradford-smith-1.html,1991
20,HOU,John Turner,Phillips University,1.0,42.0,345.0,117.0,78.0,12.0,0.439,,0.525,-0.1,-0.021,-7.9,-0.5,1991,8.2,2.8,1.9,0.3,https://www.sports-reference.com/cbb/players/john-turner-1.html,1991
21,UTA,Eric Murdock,Providence,9.0,508.0,11882.0,5118.0,1261.0,2467.0,0.438,0.343,0.786,25.6,0.103,2.0,12.1,1991,23.4,10.1,2.5,4.9,https://www.sports-reference.com/cbb/players/eric-murdock-1.html,1991
22,LAC,LeRon Ellis,Syracuse,3.0,91.0,857.0,277.0,220.0,29.0,0.433,,0.613,1.2,0.069,-3.5,-0.3,1991,9.4,3.0,2.4,0.3,https://www.sports-reference.com/cbb/players/leron-ellis-1.html,1991
23,ORL,Stanley Roberts,LSU,8.0,300.0,5869.0,2555.0,1549.0,189.0,0.499,0.0,0.514,8.1,0.066,-3.4,-2.0,1991,19.6,8.5,5.2,0.6,https://www.sports-reference.com/cbb/players/stanley-roberts-1.html,1991
24,BOS,Rick Fox,UNC,13.0,930.0,23723.0,8966.0,3517.0,2649.0,0.45,0.349,0.77,44.7,0.09,0.0,11.7,1991,25.5,9.6,3.8,2.8,https://www.sports-reference.com/cbb/players/rick-fox-1.html,1991
25,GSW,Shaun Vandiver,Colorado,,,,,,,,,,,,,,1991,,,,,https://www.sports-reference.com/cbb/players/shaun-vandiver-1.html,1991
26,CHI,Mark Randall,Kansas,4.0,127.0,883.0,332.0,160.0,56.0,0.443,0.154,0.722,1.0,0.054,-3.3,-0.3,1991,7.0,2.6,1.3,0.4,https://www.sports-reference.com/cbb/players/mark-randall-1.html,1991
27,SAC,Pete Chilcutt,UNC,9.0,584.0,8394.0,2494.0,1935.0,488.0,0.441,0.381,0.696,10.6,0.06,-1.8,0.3,1991,14.4,4.3,3.3,0.8,https://www.sports-reference.com/cbb/players/pete-chilcutt-1.html,1991
28,CHA,Kevin Lynch,Minnesota,2.0,95.0,1143.0,310.0,120.0,108.0,0.436,0.333,0.726,0.4,0.016,-4.4,-0.7,1991,12.0,3.3,1.3,1.1,https://www.sports-reference.com/cbb/players/kevin-lynch-1.html,1991
29,MIA,George Ackles,UNLV,,,,,,,,,,,,,,1991,,,,,https://www.sports-reference.com/cbb/players/george-ackles-1.html,1991
30,ATL,Rodney Monroe,NC State,1.0,38.0,313.0,131.0,33.0,27.0,0.368,0.222,0.826,-0.2,-0.035,-5.3,-0.3,1991,8.2,3.4,0.9,0.7,https://www.sports-reference.com/cbb/players/rodney-monroe-1.html,1991
31,SAC,Randy Brown,New Mexico State,12.0,655.0,11533.0,3148.0,1173.0,1420.0,0.417,0.2,0.691,11.0,0.046,-1.9,0.2,1991,17.6,4.8,1.8,2.2,https://www.sports-reference.com/cbb/players/randy-brown-1.html,1991
32,PHO,Chad Gallagher,Creighton,1.0,2.0,3.0,6.0,0.0,0.0,1.0,,,0.1,1.442,30.1,0.0,1991,1.5,3.0,0.0,0.0,https://www.sports-reference.com/cbb/players/chad-gallagher-1.html,1991
33,DAL,Donald Hodge,Temple,5.0,249.0,3501.0,1182.0,809.0,191.0,0.437,0.286,0.711,1.8,0.025,-4.2,-1.9,1991,14.1,4.7,3.2,0.8,https://www.sports-reference.com/cbb/players/donald-hodge-1.html,1991
34,MIN,Myron Brown,Slippery Rock University of Pennsylvania,1.0,4.0,23.0,9.0,3.0,6.0,0.667,0.333,,0.0,0.032,-1.8,0.0,1991,5.8,2.3,0.8,1.5,https://www.sports-reference.com/cbb/players/myron-brown-1.html,1991
35,DAL,Mike Iuzzolino,Saint Francis University,2.0,122.0,3049.0,1096.0,238.0,522.0,0.457,0.404,0.798,3.7,0.058,-1.9,0.1,1991,25.0,9.0,2.0,4.3,https://www.sports-reference.com/cbb/players/mike-iuzzolino-1.html,1991
36,ORL,Chris Corchiani,NC State,3.0,112.0,1313.0,416.0,129.0,243.0,0.421,0.269,0.816,1.6,0.058,-1.8,0.1,1991,11.7,3.7,1.2,2.2,https://www.sports-reference.com/cbb/players/chris-corchiani-1.html,1991
37,LAC,Elliot Perry,Memphis,10.0,549.0,9501.0,3449.0,742.0,1699.0,0.459,0.359,0.783,14.0,0.071,-0.5,3.6,1991,17.3,6.3,1.4,3.1,https://www.sports-reference.com/cbb/players/elliot-perry-1.html,1991
38,LAC,Joe Wylie,Miami (FL),,,,,,,,,,,,,,1991,,,,,https://www.sports-reference.com/cbb/players/joe-wylie-1.html,1991
39,CLE,Jimmy Oliver,Purdue,5.0,78.0,856.0,331.0,80.0,55.0,0.407,0.34,0.772,0.3,0.018,-4.7,-0.6,1991,11.0,4.2,1.0,0.7,https://www.sports-reference.com/cbb/players/jimmy-oliver-1.html,1991
40,DET,Doug Overton,La Salle,11.0,499.0,7275.0,2253.0,654.0,1038.0,0.412,0.319,0.816,2.5,0.016,-3.9,-3.5,1991,14.6,4.5,1.3,2.1,https://www.sports-reference.com/cbb/players/doug-overton-1.html,1991
41,IND,Sean Green,Iona College,3.0,84.0,671.0,352.0,85.0,45.0,0.386,0.246,0.62,-1.3,-0.095,-7.0,-0.8,1991,8.0,4.2,1.0,0.5,https://www.sports-reference.com/cbb/players/sean-green-1.html,1991
42,SAC,Steve Hood,James Madison University,,,,,,,,,,,,,,1991,,,,,https://www.sports-reference.com/cbb/players/steve-hood-1.html,1991
43,GSW,Lamont Strothers,Christopher Newport University,2.0,13.0,155.0,60.0,15.0,14.0,0.329,0.133,0.714,-0.5,-0.142,-7.7,-0.2,1991,11.9,4.6,1.2,1.1,https://www.sports-reference.com/cbb/players/lamont-strothers-1.html,1991
44,PHI,Alvaro Teheran,Houston,,,,,,,,,,,,,,1991,,,,,https://www.sports-reference.com/cbb/players/alvaro-teheran-1.html,1991
45,MIL,Bobby Phills,Southern University and A&M College,9.0,467.0,13426.0,5153.0,1469.0,1246.0,0.443,0.39,0.738,27.2,0.097,0.2,7.5,1991,28.7,11.0,3.1,2.7,https://www.sports-reference.com/cbb/players/bobby-phills-1.html,1991
46,PHO,Richard Dumas,Oklahoma State,3.0,102.0,2226.0,1080.0,351.0,111.0,0.509,0.231,0.694,4.5,0.097,-0.2,1.0,1991,21.8,10.6,3.4,1.1,https://www.sports-reference.com/cbb/players/richard-dumas-1.html,1991
47,HOU,Keith Hughes,Rutgers University,,,,,,,,,,,,,,1991,,,,,https://www.sports-reference.com/cbb/players/keith-hughes-1.html,1991
48,UTA,Isaac Austin,Arizona State,9.0,432.0,8350.0,3285.0,2030.0,538.0,0.446,0.176,0.67,9.2,0.053,-2.5,-1.0,1991,19.3,7.6,4.7,1.2,https://www.sports-reference.com/cbb/players/isaac-austin-1.html,1991
49,SAS,Greg Sutton,Oral Roberts,3.0,168.0,1946.0,761.0,153.0,284.0,0.396,0.361,0.743,1.0,0.024,-3.6,-0.8,1991,11.6,4.5,0.9,1.7,https://www.sports-reference.com/cbb/players/greg-sutton-1.html,1991
50,PHO,Joey Wright,Texas,,,,,,,,,,,,,,1991,,,,,https://www.sports-reference.com/cbb/players/joey-wright-1.html,1991
51,HOU,Žan Tabak,,6.0,247.0,3607.0,1233.0,883.0,165.0,0.506,0.0,0.525,2.4,0.032,-4.9,-2.7,1991,14.6,5.0,3.6,0.7,,1991
52,LAL,Anthony Jones,Oral Roberts,,,,,,,,,,,,,,1991,,,,,https://www.sports-reference.com/cbb/players/anthony-jones-1.html,1991
53,BRK,Von McDade,UW-Milwaukee,,,,,,,,,,,,,,1991,,,,,https://www.sports-reference.com/cbb/players/von-mcdade-1.html,1991
54,POR,Marcus Kennedy,Eastern Michigan,,,,,,,,,,,,,,1991,,,,,https://www.sports-reference.com/cbb/players/marcus-kennedy-1.html,1991
1,ORL,Shaquille O'Neal,LSU,19.0,1207.0,41918.0,28596.0,13099.0,3026.0,0.582,0.045,0.527,181.7,0.208,5.1,75.5,1992,34.7,23.7,10.9,2.5,https://www.sports-reference.com/cbb/players/shaquille-o'neal-1.html,1992
2,CHA,Alonzo Mourning,Georgetown,15.0,838.0,25975.0,14311.0,7137.0,946.0,0.527,0.247,0.692,89.7,0.166,2.2,27.4,1992,31.0,17.1,8.5,1.1,https://www.sports-reference.com/cbb/players/alonzo-mourning-1.html,1992
3,MIN,Christian Laettner,Duke,13.0,868.0,25760.0,11121.0,5806.0,2224.0,0.48,0.261,0.82,64.9,0.121,1.0,19.5,1992,29.7,12.8,6.7,2.6,https://www.sports-reference.com/cbb/players/christian-laettner-1.html,1992
4,DAL,Jim Jackson,Ohio State,14.0,885.0,29067.0,12690.0,4152.0,2851.0,0.428,0.365,0.825,35.8,0.059,-0.9,8.2,1992,32.8,14.3,4.7,3.2,https://www.sports-reference.com/cbb/players/jim-jackson-1.html,1992
5,DEN,LaPhonso Ellis,Notre Dame,11.0,624.0,17616.0,7410.0,4032.0,981.0,0.452,0.302,0.73,32.8,0.089,-1.0,4.6,1992,28.2,11.9,6.5,1.6,https://www.sports-reference.com/cbb/players/laphonso-ellis-1.html,1992
6,WAS,Tom Gugliotta,NC State,13.0,763.0,23556.0,9895.0,5589.0,2140.0,0.451,0.284,0.757,40.2,0.082,0.6,15.3,1992,30.9,13.0,7.3,2.8,https://www.sports-reference.com/cbb/players/tom-gugliotta-1.html,1992
7,SAC,Walt Williams,Maryland,11.0,708.0,18818.0,8385.0,2794.0,1637.0,0.425,0.379,0.743,33.9,0.087,0.5,11.8,1992,26.6,11.8,3.9,2.3,https://www.sports-reference.com/cbb/players/walt-williams-1.html,1992
8,MIL,Todd Day,Arkansas,8.0,483.0,12214.0,5917.0,1649.0,713.0,0.406,0.345,0.739,17.5,0.069,-0.9,3.4,1992,25.3,12.3,3.4,1.5,https://www.sports-reference.com/cbb/players/todd-day-1.html,1992
9,PHI,Clarence Weatherspoon,Southern Miss,13.0,915.0,27736.0,10483.0,6846.0,1346.0,0.471,0.196,0.743,58.4,0.101,-0.3,11.8,1992,30.3,11.5,7.5,1.5,https://www.sports-reference.com/cbb/players/clarence-weatherspoon-1.html,1992
10,ATL,Adam Keefe,Stanford,9.0,617.0,10334.0,3107.0,2556.0,427.0,0.502,0.071,0.714,24.9,0.116,-1.3,1.7,1992,16.7,5.0,4.1,0.7,https://www.sports-reference.com/cbb/players/adam-keefe-1.html,1992
11,HOU,Robert Horry,Alabama,16.0,1107.0,27069.0,7715.0,5269.0,2343.0,0.425,0.341,0.726,66.3,0.118,1.9,26.4,1992,24.5,7.0,4.8,2.1,https://www.sports-reference.com/cbb/players/robert-horry-1.html,1992
12,MIA,Harold Miner,USC,4.0,200.0,3748.0,1801.0,432.0,245.0,0.46,0.311,0.785,4.2,0.053,-3.0,-0.9,1992,18.7,9.0,2.2,1.2,https://www.sports-reference.com/cbb/players/harold-miner-1.html,1992
13,DEN,Bryant Stith,Virginia,10.0,586.0,16417.0,5946.0,1983.0,1178.0,0.424,0.329,0.841,29.5,0.086,-0.8,4.9,1992,28.0,10.1,3.4,2.0,https://www.sports-reference.com/cbb/players/bryant-stith-1.html,1992
14,IND,Malik Sealy,St. John's,8.0,493.0,11720.0,4955.0,1585.0,816.0,0.426,0.292,0.809,17.1,0.07,-1.2,2.2,1992,23.8,10.1,3.2,1.7,https://www.sports-reference.com/cbb/players/malik-sealy-1.html,1992
15,LAL,Anthony Peeler,Missouri,13.0,827.0,20464.0,8017.0,2136.0,1956.0,0.427,0.384,0.799,30.7,0.072,-0.7,6.6,1992,24.7,9.7,2.6,2.4,https://www.sports-reference.com/cbb/players/anthony-peeler-1.html,1992
16,LAC,Randy Woods,La Salle,4.0,151.0,1093.0,356.0,93.0,257.0,0.34,0.305,0.683,0.6,0.026,-1.5,0.1,1992,7.2,2.4,0.6,1.7,https://www.sports-reference.com/cbb/players/randy-woods-1.html,1992
17,OKC,Doug Christie,Pepperdine,15.0,827.0,26079.0,9301.0,3382.0,2992.0,0.426,0.354,0.821,55.7,0.102,1.1,20.7,1992,31.5,11.2,4.1,3.6,https://www.sports-reference.com/cbb/players/doug-christie-1.html,1992
18,SAS,Tracy Murray,UCLA,12.0,659.0,12103.0,5943.0,1649.0,508.0,0.43,0.388,0.829,24.1,0.096,-0.1,5.8,1992,18.4,9.0,2.5,0.8,https://www.sports-reference.com/cbb/players/tracy-murray-1.html,1992
19,DET,Don MacLean,UCLA,9.0,319.0,6679.0,3490.0,1210.0,404.0,0.455,0.284,0.765,9.4,0.067,-2.5,-0.9,1992,20.9,10.9,3.8,1.3,https://www.sports-reference.com/cbb/players/don-maclean-1.html,1992
20,NYK,Hubert Davis,UNC,12.0,685.0,15143.0,5583.0,1045.0,1172.0,0.458,0.441,0.837,27.7,0.088,-0.9,4.2,1992,22.1,8.2,1.5,1.7,https://www.sports-reference.com/cbb/players/hubert-davis-1.html,1992
